ncbi_gene_id,ensembl_gene_id,hgnc_symbol,gene_name,ucsc_id,alias
552,ENSG00000166148,AVPR1A,AVPR1A,uc001sro.4,AVPR V1a
553,ENSG00000198049,AVPR1B,AVPR1B,uc001hds.4,AVPR3
554,ENSG00000126895,AVPR2,AVPR2,uc065byf.2,ADHR
558,ENSG00000167601,AXL,AXL,uc010ehj.6,ARK
563,ENSG00000160862,AZGP1,AZGP1,uc064fxt.1,ZA2G
566,ENSG00000278624,AZU1,AZU1,,AZAMP
567,ENSG00000273686,B2M,B2M,,AMYLD6
570,ENSG00000136881,BAAT,BAAT,uc288nwp.1,BACAT
571,ENSG00000156273,BACH1,BACH1,uc061zla.1,BACH-1
572,ENSG00000002330,BAD,BAD,uc001nzc.4,BBC2
573,ENSG00000107262,BAG1,BAG1,uc064son.1,BAG-1
575,ENSG00000181790,ADGRB1,ADGRB1,uc286bav.1,BAI1
576,ENSG00000121753,ADGRB2,ADGRB2,uc010ogn.3,BAI2
577,ENSG00000135298,ADGRB3,ADGRB3,uc003pev.6,BAI3
578,ENSG00000030110,BAK1,BAK1,uc063nyf.1,BAK
579,ENSG00000109705,NKX3-2,NKX3-2,uc003gmx.4,BAPX1
580,ENSG00000138376,BARD1,BARD1,uc002veu.5,BARD1
581,ENSG00000087088,BAX,BAX,uc061axs.1,BCL2L4
582,ENSG00000174483,BBS1,BBS1,uc001oik.2,BBS2L2
583,ENSG00000125124,BBS2,BBS2,uc059ula.2,BBS
585,ENSG00000140463,BBS4,BBS4,uc002avc.4,BBS4
586,ENSG00000060982,BCAT1,BCAT1,uc001rgd.6,BCATC
587,ENSG00000105552,BCAT2,BCAT2,uc002pkt.4,BCAM
590,ENSG00000114200,BCHE,BCHE,uc003fem.6,BCHED
593,ENSG00000248098,BCKDHA,BCKDHA,uc060zar.1,BCKDE1A
594,ENSG00000083123,BCKDHB,BCKDHB,uc063psr.1,BCKDE1B
595,ENSG00000110092,CCND1,CCND1,uc001opa.5,BCL1
596,ENSG00000171791,BCL2,BCL2,uc288sae.1,Bcl-2
597,ENSG00000140379,BCL2A1,BCL2A1,uc002bfd.5,ACC-1
598,ENSG00000171552,BCL2L1,BCL2L1,uc061wck.1,BCL-XL/S
599,ENSG00000129473,BCL2L2,BCL2L2,uc058zqi.1,BCL-W
602,ENSG00000069399,BCL3,BCL3,uc060zte.1,BCL4
604,ENSG00000113916,BCL6,BCL6,uc011bsf.2,BCL5
605,ENSG00000110987,BCL7A,BCL7A,uc001ubo.4,BCL7
607,ENSG00000116128,BCL9,BCL9,uc289fwc.1,LGS
608,ENSG00000048462,TNFRSF17,TNFRSF17,uc002dbv.4,BCM
610,ENSG00000099822,HCN2,HCN2,uc002lpe.4,BCNG-2
611,ENSG00000128617,OPN1SW,OPN1SW,uc003vnt.6,BCP
613,ENSG00000186716,BCR,BCR,uc062cer.1,ALL
617,ENSG00000074582,BCS1L,BCS1L,uc061snb.1,BCS
618,ENSG00000236824,BCYRN1,BCYRN1,uc032nmf.3,BC200
622,ENSG00000275544,BDH1,BDH1,,BDH
623,ENSG00000100739,BDKRB1,BDKRB1,uc001yfh.5,B1BKR
624,ENSG00000168398,BDKRB2,BDKRB2,uc010avl.3,B2R
627,ENSG00000176697,BDNF,BDNF,uc010rdu.3,ANON2
629,ENSG00000241534,CFB,CFB,,AHUS4
631,ENSG00000125864,BFSP1,BFSP1,uc002wpo.5,CP115
632,ENSG00000242252,BGLAP,BGLAP,uc001fnt.5,BGP
633,ENSG00000182492,BGN,BGN,uc004fhr.4,DSPG1
634,ENSG00000079385,CEACAM1,CEACAM1,uc002oty.4,BGP
635,ENSG00000145692,BHMT,BHMT,uc003kfu.6,BHMT1
636,ENSG00000151746,BICD1,BICD1,uc058mnt.1,BICD
637,ENSG00000015475,BID,BID,uc002znc.3,FP497
638,ENSG00000100290,BIK,BIK,uc003bdk.4,BIP1
639,ENSG00000057657,PRDM1,PRDM1,uc287iqt.1,BLIMP-1
640,ENSG00000285369,BLK,BLK,,MODY11
641,ENSG00000197299,BLM,BLM,uc002bpr.6,BS
642,ENSG00000108578,BLMH,BLMH,uc002hez.4,BH
643,ENSG00000160683,CXCR5,CXCR5,uc001pue.6,BLR1
644,ENSG00000106605,BLVRA,BLVRA,uc003tir.5,BLVR
645,ENSG00000090013,BLVRB,BLVRB,uc285ppy.1,BVRB
646,ENSG00000169594,BNC1,BNC1,uc059mqn.2,BNC
648,ENSG00000168283,BMI1,BMI1,uc001irh.5,FLVI2/BMI1
649,ENSG00000168487,BMP1,BMP1,uc064kyi.1,OI13
650,ENSG00000125845,BMP2,BMP2,uc002wmu.3,BDA2
651,ENSG00000152785,BMP3,BMP3,uc003hmg.6,BMP-3A
652,ENSG00000125378,BMP4,BMP4,uc001xao.7,BMP2B
653,ENSG00000112175,BMP5,BMP5,uc003pcq.5,BMP5
654,ENSG00000153162,BMP6,BMP6,uc003mxu.6,IO
655,ENSG00000101144,BMP7,BMP7,uc010gip.3,OP-1
656,ENSG00000116985,BMP8B,BMP8B,uc001cdz.3,BMP8
657,ENSG00000107779,BMPR1A,BMPR1A,uc285ifd.2,10q23del
658,ENSG00000138696,BMPR1B,BMPR1B,uc003htm.6,ALK-6
659,ENSG00000204217,BMPR2,BMPR2,uc002uzf.6,BMPR-II
660,ENSG00000102010,BMX,BMX,uc004cww.3,ETK
661,ENSG00000168495,POLR3D,POLR3D,uc003xbl.5,BN51T
662,ENSG00000113734,BNIP1,BNIP1,uc003mci.5,NIP1
663,ENSG00000140299,BNIP2,BNIP2,uc059jvv.2,BNIP-2
664,ENSG00000176171,BNIP3,BNIP3,uc001lkv.4,HABON
665,ENSG00000104765,BNIP3L,BNIP3L,uc003xex.3,BNIP3a
666,ENSG00000176720,BOK,BOK,uc285smn.1,BCL2L9
667,ENSG00000151914,DST,DST,uc003pcy.5,BP240
668,ENSG00000183770,FOXL2,FOXL2,uc285uoj.1,BPES
669,ENSG00000172331,BPGM,BPGM,uc003vrw.5,DPGM
670,ENSG00000137274,BPHL,BPHL,uc063llx.1,BPH-RP
671,ENSG00000101425,BPI,BPI,uc002xib.5,BPIFD1
672,ENSG00000012048,BRCA1,BRCA1,uc060frx.2,BRCAI
673,ENSG00000157764,BRAF,BRAF,uc003vwb.3,B-RAF1
675,ENSG00000139618,BRCA2,BRCA2,uc058wft.2,BRCC2
676,ENSG00000137948,BRDT,BRDT,uc057igx.2,BRD6
677,ENSG00000185650,ZFP36L1,ZFP36L1,uc059csy.1,BRF1
678,ENSG00000152518,ZFP36L2,ZFP36L2,uc002rsv.6,BRF2
680,ENSG00000102239,BRS3,BRS3,uc004ezv.3,BB3
682,ENSG00000172270,BSG,BSG,uc021ulx.4,5F7
683,ENSG00000109743,BST1,BST1,uc003goh.5,CD157
684,ENSG00000130303,BST2,BST2,uc060vif.2,CD317
685,ENSG00000174808,BTC,BTC,uc003hig.4,BTC
686,ENSG00000169814,BTD,BTD,uc062hdn.2,BTD
687,ENSG00000119138,KLF9,KLF9,uc004aht.5,BTEB
688,ENSG00000102554,KLF5,KLF5,uc058xlc.1,BTEB2
689,ENSG00000145741,BTF3,BTF3,uc003kcq.2,BETA-NAC
694,ENSG00000133639,BTG1,BTG1,uc001tby.4,APRO2
695,ENSG00000010671,BTK,BTK,uc315xmu.1,AGMX1
696,ENSG00000292177,BTN1A1,BTN1A1,,BT
699,ENSG00000169679,BUB1,BUB1,uc002tgc.6,BUB1A
701,ENSG00000156970,BUB1B,BUB1B,uc059hpj.1,BUB1beta
705,ENSG00000112578,BYSL,BYSL,uc003orl.5,BYSTIN
706,ENSG00000100300,TSPO,TSPO,uc003bdn.5,BPBS
708,ENSG00000108561,C1QBP,C1QBP,uc002gby.2,COXPD33
710,ENSG00000149131,SERPING1,SERPING1,uc058bmu.1,C1IN
711,ENSG00000281708,ERC2-IT1,ERC2-IT1,uc003dhs.5,C1orf1
712,ENSG00000173372,C1QA,C1QA,uc315xrm.1,C1QD1
713,ENSG00000173369,C1QB,C1QB,uc057ddz.1,C1QD2
714,ENSG00000159189,C1QC,C1QC,uc315xrx.1,C1Q-C
715,ENSG00000288512,C1R,C1R,,EDS8
716,ENSG00000182326,C1S,C1S,uc001qsj.4,EDSPD2
717,ENSG00000231543,C2,C2,,ARMD14
718,ENSG00000125730,C3,C3,uc315xoe.1,AHUS5
719,ENSG00000171860,C3AR1,C3AR1,uc001qtv.3,AZ3B
720,ENSG00000244207,C4A,C4A,,C4
721,ENSG00000224389,C4B,C4B,uc011dpd.4,C4B1
722,ENSG00000123838,C4BPA,C4BPA,uc001hfo.4,C4BP
725,ENSG00000123843,C4BPB,C4BPB,uc057oyu.2,C4BP
726,ENSG00000149260,CAPN5,CAPN5,uc285jhq.1,ADNIV
727,ENSG00000106804,C5,C5,uc316atp.1,C5D
728,ENSG00000197405,C5AR1,C5AR1,uc061akz.1,C5A
729,ENSG00000039537,C6,C6,uc003jmk.5,C6
730,ENSG00000112936,C7,C7,uc315yrs.1,C7
731,ENSG00000157131,C8A,C8A,uc315xpd.1,C8A
732,ENSG00000021852,C8B,C8B,uc001cyp.6,C82
733,ENSG00000176919,C8G,C8G,uc286ckd.1,C8C
734,ENSG00000164823,OSGIN2,OSGIN2,uc286auc.1,C8orf1
735,ENSG00000113600,C9,C9,uc003jlv.6,ARMD15
738,ENSG00000149823,VPS51,VPS51,uc058dek.1,ANG2
740,ENSG00000149792,MRPL49,MRPL49,uc058dgk.1,C11orf4
741,ENSG00000174276,ZNHIT2,ZNHIT2,uc001ocw.5,C11orf5
744,ENSG00000066382,MPPED2,MPPED2,uc001msq.4,239FB
745,ENSG00000124920,MYRF,MYRF,uc001nsc.3,11orf9
746,ENSG00000134825,TMEM258,TMEM258,uc058cdx.1,C11orf10
747,ENSG00000134780,DAGLA,DAGLA,uc001nsa.5,C11orf11
750,ENSG00000221819,GAS8-AS1,GAS8-AS1,uc059ywd.2,C16orf3
752,ENSG00000184922,FMNL1,FMNL1,uc060ggd.1,C17orf1
753,ENSG00000168675,LDLRAD4,LDLRAD4,uc060nqe.1,C18orf1
754,ENSG00000183255,PTTG1IP,PTTG1IP,uc062atq.1,C21orf1
755,ENSG00000160226,CFAP410,CFAP410,uc002zep.3,C21orf2
757,ENSG00000142188,TMEM50B,TMEM50B,uc061zqc.1,C21orf4
758,ENSG00000186732,MPPED1,MPPED1,uc062exv.1,239AB
759,ENSG00000133742,CA1,CA1,uc003ydi.5,CA-I
760,ENSG00000104267,CA2,CA2,uc003ydk.4,CA-II
761,ENSG00000164879,CA3,CA3,uc064odv.1,CAIII
762,ENSG00000167434,CA4,CA4,uc060igl.1,CAIV
763,ENSG00000174990,CA5A,CA5A,uc285niv.1,CA5
765,ENSG00000131686,CA6,CA6,uc057bzy.1,CA-VI
766,ENSG00000168748,CA7,CA7,uc002eqi.5,CA-VII
767,ENSG00000178538,CA8,CA8,uc003xtz.3,CA-RP
768,ENSG00000107159,CA9,CA9,uc003zxo.6,CAIX
770,ENSG00000063180,CA11,CA11,uc002pjz.3,CA-RP
771,ENSG00000074410,CA12,CA12,uc002amc.5,CA-XII
773,ENSG00000141837,CACNA1A,CACNA1A,,APCA
774,ENSG00000148408,CACNA1B,CACNA1B,uc064xnz.2,BIII
775,ENSG00000285479,CACNA1C,CACNA1C,,CACH2
776,ENSG00000157388,CACNA1D,CACNA1D,uc285uft.1,CACH3
777,ENSG00000198216,CACNA1E,CACNA1E,uc285hfg.1,BII
778,ENSG00000102001,CACNA1F,CACNA1F,uc031tjm.3,AIED
779,ENSG00000081248,CACNA1S,CACNA1S,uc001gvv.5,CACNL1A3
780,ENSG00000229767,DDR1,DDR1,,CAK
781,ENSG00000153956,CACNA2D1,CACNA2D1,uc003uhr.3,CACNA2
782,ENSG00000067191,CACNB1,CACNB1,uc002hrm.3,CAB1
783,ENSG00000165995,CACNB2,CACNB2,uc001ipr.5,CAB2
784,ENSG00000167535,CACNB3,CACNB3,uc058nis.1,CAB3
785,ENSG00000182389,CACNB4,CACNB4,uc002txy.7,CAB4
786,ENSG00000108878,CACNG1,CACNG1,uc002jfu.5,CACNLG
788,ENSG00000178537,SLC25A20,SLC25A20,uc003cva.6,CAC
790,ENSG00000084774,CAD,CAD,uc002rji.5,CDG1Z
793,ENSG00000104327,CALB1,CALB1,uc064oit.1,CALB
794,ENSG00000282830,CALB2,CALB2,,CAB29
795,ENSG00000169906,S100G,S100G,uc004cxn.2,CABP
796,ENSG00000110680,CALCA,CALCA,uc316uiz.1,CALC1
797,ENSG00000175868,CALCB,CALCB,uc057zjf.1,CALC2
799,ENSG00000004948,CALCR,CALCR,uc003umw.5,CRT
800,ENSG00000122786,CALD1,CALD1,uc064ifh.1,CDM
801,ENSG00000198668,CALM1,CALM1,uc059egn.1,CALML2
805,ENSG00000143933,CALM2,CALM2,uc002rvt.3,CALM
808,ENSG00000160014,CALM3,CALM3,uc061agh.1,CALM
810,ENSG00000178363,CALML3,CALML3,uc001iie.3,CLP
811,ENSG00000179218,CALR,CALR,uc060uft.1,CALR1
813,ENSG00000128595,CALU,CALU,uc022ale.2,CALU
814,ENSG00000152495,CAMK4,CAMK4,uc063fyd.1,CaMK IV
815,ENSG00000070808,CAMK2A,CAMK2A,uc288let.1,CAMKA
816,ENSG00000058404,CAMK2B,CAMK2B,uc316ece.1,CAM2
817,ENSG00000145349,CAMK2D,CAMK2D,uc289eqv.1,CAMKD
818,ENSG00000148660,CAMK2G,CAMK2G,uc001jvr.3,CAMK
819,ENSG00000164615,CAMLG,CAMLG,uc288trk.1,CAML
820,ENSG00000164047,CAMP,CAMP,uc003csj.3,CAP-18
821,ENSG00000283777,CANX,CANX,,CNX
822,ENSG00000042493,CAPG,CAPG,uc061lgg.1,AFCP
823,ENSG00000014216,CAPN1,CAPN1,uc058dhg.1,CANP
824,ENSG00000162909,CAPN2,CAPN2,uc010puy.3,CANP2
825,ENSG00000092529,CAPN3,CAPN3,uc001zpp.3,CANP3
826,ENSG00000126247,CAPNS1,CAPNS1,uc060xng.1,CALPAIN4
827,ENSG00000077274,CAPN6,CAPN6,uc004epc.4,CANPX
828,ENSG00000105519,CAPS,CAPS,uc002mdu.6,CAPS1
829,ENSG00000116489,CAPZA1,CAPZA1,uc057jlb.1,CAPPA1
830,ENSG00000198898,CAPZA2,CAPZA2,uc064hho.1,CAPPA2
831,ENSG00000310517,,CAST,uc063foj.1,BS-17
832,ENSG00000077549,CAPZB,CAPZB,uc001bce.6,CAPB
833,ENSG00000278191,CARS1,CARS1,,CARS
834,ENSG00000137752,CASP1,CASP1,uc315xqs.1,ICE
835,ENSG00000106144,CASP2,CASP2,uc003wcp.4,CASP-2
836,ENSG00000164305,CASP3,CASP3,uc003iwg.4,CPP32
837,ENSG00000196954,CASP4,CASP4,uc058gxj.1,ICE(rel)II
838,ENSG00000137757,CASP5,CASP5,uc058gxv.1,ICE(rel)III
839,ENSG00000138794,CASP6,CASP6,uc003hzo.2,CSP-6
840,ENSG00000165806,CASP7,CASP7,uc001lan.5,CASP-7
841,ENSG00000064012,CASP8,CASP8,uc002uxq.3,ALPS2B
842,ENSG00000132906,CASP9,CASP9,uc001awm.3,APAF-3
843,ENSG00000003400,CASP10,CASP10,uc002uxi.3,ALPS2
844,ENSG00000143318,CASQ1,CASQ1,uc010pja.4,CASQ
845,ENSG00000118729,CASQ2,CASQ2,uc001efx.6,PDIB2
846,ENSG00000036828,CASR,CASR,uc003eev.7,CAR
847,ENSG00000121691,CAT,CAT,uc001mvm.5,CAT
857,ENSG00000105974,CAV1,CAV1,uc003vig.4,BSCL3
858,ENSG00000105971,CAV2,CAV2,uc064hgs.1,CAV
859,ENSG00000182533,CAV3,CAV3,uc003brb.4,LGMD1C
860,ENSG00000124813,RUNX2,RUNX2,uc063own.1,AML3
861,ENSG00000159216,RUNX1,RUNX1,uc002yuh.3,AML1
862,ENSG00000079102,RUNX1T1,RUNX1T1,uc022axv.3,AML1-MTG8
863,ENSG00000129993,CBFA2T3,CBFA2T3,uc002fml.3,ETO2
864,ENSG00000020633,RUNX3,RUNX3,uc001bjq.5,AML2
865,ENSG00000067955,CBFB,CBFB,uc287idz.1,CLCD2
866,ENSG00000277405,SERPINA6,SERPINA6,,CBG
867,ENSG00000110395,CBL,CBL,uc284mzp.1,C-CBL
868,ENSG00000114423,CBLB,CBLB,uc285umc.1,ADMIO3
869,ENSG00000102924,CBLN1,CBLN1,uc002efq.5,CBLN1
871,ENSG00000149257,SERPINH1,SERPINH1,uc009yug.4,AsTP3
873,ENSG00000159228,CBR1,CBR1,uc061zxe.1,CBR
874,ENSG00000159231,CBR3,CBR3,uc002yve.5,HEL-S-25
875,ENSG00000160200,CBS,CBS,uc002zcs.2,CBSL
881,ENSG00000185972,CCIN,CCIN,uc003zzb.6,BTBD20
883,ENSG00000286112,,KYAT1,uc287ibo.1,CCBL1
885,ENSG00000187094,CCK,CCK,uc062inl.1,CCK
886,ENSG00000163394,CCKAR,CCKAR,uc003gse.3,CCK-1R
887,ENSG00000110148,CCKBR,CCKBR,uc057yjc.1,CCK-2R
889,ENSG00000001631,KRIT1,KRIT1,uc315okp.1,CAM
890,ENSG00000145386,CCNA2,CCNA2,uc003iec.6,CCN1
891,ENSG00000134057,CCNB1,CCNB1,uc063eev.1,CCNB
892,ENSG00000112237,CCNC,CCNC,uc010kcs.4,CycC
894,ENSG00000118971,CCND2,CCND2,uc288qfp.1,KIAK0002
896,ENSG00000112576,CCND3,CCND3,uc032wvt.2,CCND3
898,ENSG00000105173,CCNE1,CCNE1,uc002nsn.5,CCNE
899,ENSG00000162063,CCNF,CCNF,uc059plt.1,FBX1
900,ENSG00000113328,CCNG1,CCNG1,uc063jie.1,CCNG
901,ENSG00000138764,CCNG2,CCNG2,uc003hkq.6,CCNG2
902,ENSG00000134480,CCNH,CCNH,uc285xiu.1,CAK
904,ENSG00000129315,CCNT1,CCNT1,uc001rsd.6,CCNT
905,ENSG00000082258,CCNT2,CCNT2,uc061nyq.1,CYCT2
908,ENSG00000146731,CCT6A,CCT6A,uc003trl.3,CCT-zeta
909,ENSG00000158477,CD1A,CD1A,uc001frt.5,CD1
910,ENSG00000158485,CD1B,CD1B,uc057mfi.1,CD1
911,ENSG00000158481,CD1C,CD1C,uc001fru.5,BDCA1
912,ENSG00000158473,CD1D,CD1D,uc001frr.5,CD1A
913,ENSG00000158488,CD1E,CD1E,uc009wsv.3,CD1A
914,ENSG00000116824,CD2,CD2,uc001egu.6,LFA-2
915,ENSG00000167286,CD3D,CD3D,uc001pst.2,CD3-DELTA
916,ENSG00000198851,CD3E,CD3E,uc058hxf.1,CD3epsilon
917,ENSG00000160654,CD3G,CD3G,uc058hxm.1,CD3-GAMMA
919,ENSG00000198821,CD247,CD247,uc316dvm.1,CD3-ZETA
920,ENSG00000010610,CD4,CD4,uc058kkv.1,CD4mut
921,ENSG00000110448,CD5,CD5,uc009ynk.5,LEU1
922,ENSG00000073754,CD5L,CD5L,uc001frk.6,AIM
923,ENSG00000013725,CD6,CD6,uc001nqq.4,TP120
924,ENSG00000173762,CD7,CD7,,GP40
925,ENSG00000153563,CD8A,CD8A,uc002sru.4,CD8
926,ENSG00000172116,CD8B,CD8B,uc010fgt.4,CD8B1
927,ENSG00000254126,CD8B2,CD8B2,uc285ryl.2,CD8BP
928,ENSG00000010278,CD9,CD9,uc058kcc.2,BTCC-1
929,ENSG00000170458,CD14,CD14,uc063hwn.2,CD14
930,ENSG00000177455,CD19,CD19,uc059sqv.1,B4
931,ENSG00000156738,MS4A1,MS4A1,uc058bup.1,B1
932,ENSG00000284903,MS4A3,MS4A3,,CD20L
933,ENSG00000012124,CD22,CD22,uc060xbg.1,SIGLEC-2
939,ENSG00000139193,CD27,CD27,uc001qod.5,S152
940,ENSG00000178562,CD28,CD28,uc061rqx.1,IMD123
941,ENSG00000121594,CD80,CD80,uc003ecq.5,B7
942,ENSG00000114013,CD86,CD86,uc003eet.5,B7-2
943,ENSG00000120949,TNFRSF8,TNFRSF8,uc001atq.4,CD30
944,ENSG00000106952,TNFSF8,TNFSF8,uc022bmi.1,CD153
945,ENSG00000105383,CD33,CD33,uc061bwj.1,CD33rSiglec
946,ENSG00000105492,SIGLEC6,SIGLEC6,uc002pwy.5,CD327
947,ENSG00000174059,CD34,CD34,uc001hgw.3,CD34
948,ENSG00000135218,CD36,CD36,uc003uhc.4,BDPLT10
949,ENSG00000073060,SCARB1,SCARB1,uc001ugm.6,CD36L1
950,ENSG00000138760,SCARB2,SCARB2,uc003hju.5,AMRF
951,ENSG00000104894,CD37,CD37,uc061bay.1,GP52-40
952,ENSG00000004468,CD38,CD38,uc021xmk.2,ADPRC 1
953,ENSG00000138185,ENTPD1,ENTPD1,uc001kli.5,ATP-DPH
954,ENSG00000054179,ENTPD2,ENTPD2,uc064xij.1,CD39L1
955,ENSG00000197586,ENTPD6,ENTPD6,uc002wum.3,CD39L2
956,ENSG00000168032,ENTPD3,ENTPD3,uc003ckd.6,CD39L3
957,ENSG00000187097,ENTPD5,ENTPD5,uc001xpi.4,CD39L4
958,ENSG00000101017,CD40,CD40,uc315xow.1,Bp50
959,ENSG00000102245,CD40LG,CD40LG,uc004faa.5,CD154
960,ENSG00000026508,CD44,CD44,uc058aik.2,CDW44
961,ENSG00000196776,CD47,CD47,uc003dwv.4,IAP
962,ENSG00000117091,CD48,CD48,uc001fwn.5,BCM1
963,ENSG00000143119,CD53,CD53,uc285gwc.1,MOX44
965,ENSG00000116815,CD58,CD58,uc001egm.5,LFA-3
966,ENSG00000085063,CD59,CD59,uc001muv.7,16.3A5
967,ENSG00000135404,CD63,CD63,uc058paw.1,AD1
968,ENSG00000129226,CD68,CD68,uc002ghu.4,GP110
969,ENSG00000110848,CD69,CD69,uc001qwk.3,AIM
970,ENSG00000125726,CD70,CD70,uc010xjf.2,CD27-L
971,ENSG00000137101,CD72,CD72,uc003zxb.3,CD72b
972,ENSG00000019582,CD74,CD74,uc003lsc.6,CLIP
973,ENSG00000105369,CD79A,CD79A,uc002orv.4,IGA
974,ENSG00000007312,CD79B,CD79B,uc316bsl.1,AGM6
975,ENSG00000110651,CD81,CD81,uc057xxk.2,CVID6
976,ENSG00000123146,ADGRE5,ADGRE5,uc060umv.1,CD97
977,ENSG00000177697,CD151,CD151,uc057xom.2,EBS7
978,ENSG00000158825,CDA,CDA,uc057cze.1,CDD
983,ENSG00000170312,CDK1,CDK1,uc057tmj.1,CDC2
984,ENSG00000248333,CDK11B,CDK11B,uc031tmi.3,CDC2L1
987,ENSG00000198589,LRBA,LRBA,uc287icg.2,BGL
988,ENSG00000096401,CDC5L,CDC5L,uc003oxl.5,CDC5
989,ENSG00000122545,SEPTIN7,SEPTIN7,uc064ctx.2,CDC10
990,ENSG00000094804,CDC6,CDC6,uc002huj.3,CDC18L
991,ENSG00000117399,CDC20,CDC20,uc001cix.5,CDC20A
993,ENSG00000164045,CDC25A,CDC25A,uc003csi.2,CDC25A2
994,ENSG00000101224,CDC25B,CDC25B,uc010zqk.3,CDC25B
995,ENSG00000158402,CDC25C,CDC25C,uc003lcp.4,CDC25
996,ENSG00000004897,CDC27,CDC27,uc002ild.6,ANAPC3
997,ENSG00000099804,CDC34,CDC34,uc002lov.6,E2-CDC34
998,ENSG00000070831,CDC42,CDC42,uc057ddl.1,CDC42Hs
999,ENSG00000039068,CDH1,CDH1,uc002ewg.3,Arc-1
1000,ENSG00000170558,CDH2,CDH2,uc288oky.1,ACOGS
1001,ENSG00000062038,CDH3,CDH3,uc059whm.1,CDHP
1002,ENSG00000179242,CDH4,CDH4,uc032pok.2,CAD4
1003,ENSG00000179776,CDH5,CDH5,uc059vhj.1,7B4
1004,ENSG00000113361,CDH6,CDH6,uc003jhe.4,CAD6
1005,ENSG00000081138,CDH7,CDH7,uc002ljz.3,CDH7L1
1006,ENSG00000150394,CDH8,CDH8,uc059vfd.1,Nbla04261
1007,ENSG00000113100,CDH9,CDH9,uc003jgs.3,CDH9
1008,ENSG00000040731,CDH10,CDH10,uc003jgr.3,CDH10
1009,ENSG00000140937,CDH11,CDH11,uc002eoj.4,CAD11
1010,ENSG00000154162,CDH12,CDH12,uc063cos.1,CDHB
1012,ENSG00000140945,CDH13,CDH13,uc010vns.3,CDHH
1013,ENSG00000129910,CDH15,CDH15,uc002fmt.5,CDH14
1014,ENSG00000166589,CDH16,CDH16,uc002eql.4,CDH16
1015,ENSG00000079112,CDH17,CDH17,uc003ygh.4,CDH16
1016,ENSG00000145526,CDH18,CDH18,uc063cob.1,CDH14
1017,ENSG00000123374,CDK2,CDK2,uc058pex.1,CDKN2
1018,ENSG00000250506,CDK3,CDK3,uc010dgt.4,CDK3
1019,ENSG00000135446,CDK4,CDK4,uc001spv.5,CMM3
1020,ENSG00000164885,CDK5,CDK5,uc003wir.4,LIS7
1021,ENSG00000105810,CDK6,CDK6,uc011khw.2,MCPH12
1022,ENSG00000277273,CDK7,CDK7,,CAK
1024,ENSG00000132964,CDK8,CDK8,uc001uqt.2,IDDHBA
1025,ENSG00000136807,CDK9,CDK9,uc022bnr.2,C-2k
1026,ENSG00000124762,CDKN1A,CDKN1A,uc021yzc.2,CAP20
1027,ENSG00000111276,CDKN1B,CDKN1B,uc289hgb.1,CDKN4
1028,ENSG00000273707,CDKN1C,CDKN1C,,BWCR
1029,ENSG00000147889,CDKN2A,CDKN2A,uc003zpk.5,ARF
1030,ENSG00000147883,CDKN2B,CDKN2B,uc003zpo.5,CDK4I
1031,ENSG00000123080,CDKN2C,CDKN2C,uc057gkh.1,INK4C
1032,ENSG00000129355,CDKN2D,CDKN2D,uc002mpa.5,INK4D
1033,ENSG00000100526,CDKN3,CDKN3,uc059bqn.1,CDI1
1036,ENSG00000129596,CDO1,CDO1,uc003krg.5,CDO-I
1039,ENSG00000140743,CDR2,CDR2,uc002dkn.4,CDR62
1040,ENSG00000163624,CDS1,CDS1,uc011ccv.4,CDS 1
1041,ENSG00000204539,CDSN,CDSN,uc003nsm.4,HTSS
1043,ENSG00000169442,CD52,CD52,uc009vsg.2,CDW52
1044,ENSG00000113722,CDX1,CDX1,uc003lrq.5,CDX1
1045,ENSG00000165556,CDX2,CDX2,uc001urv.6,CDX-3
1046,ENSG00000131264,CDX4,CDX4,uc011mqk.4,CDX4
1047,ENSG00000153132,CLGN,CLGN,uc003iii.5,CLGN
1048,ENSG00000105388,CEACAM5,CEACAM5,uc002orj.2,CD66e
1050,ENSG00000245848,CEBPA,CEBPA,uc002nun.5,C/EBP-alpha
1051,ENSG00000172216,CEBPB,CEBPB,uc002xvi.5,C/EBP-beta
1052,ENSG00000221869,CEBPD,CEBPD,uc003xqh.3,C/EBP-delta
1053,ENSG00000092067,CEBPE,CEBPE,uc315yfv.1,C/EBP-epsilon
1054,ENSG00000153879,CEBPG,CEBPG,uc287jcn.1,GPE1BP
1056,ENSG00000170835,CEL,CEL,uc010naa.4,BAL
1058,ENSG00000115163,CENPA,CENPA,uc061hif.1,CENP-A
1059,ENSG00000125817,CENPB,CENPB,uc002wjk.4,CENPB
1060,ENSG00000145241,CENPC,CENPC,uc003hdd.3,CENP-C
1062,ENSG00000138778,CENPE,CENPE,uc003hxc.3,CENP-E
1063,ENSG00000117724,CENPF,CENPF,uc316vfb.1,CENF
1066,ENSG00000262243,CES1,CES1,,ACAT
1068,ENSG00000177143,CETN1,CETN1,uc002kko.3,CEN1
1069,ENSG00000147400,CETN2,CETN2,uc004fgq.6,CALT
1070,ENSG00000153140,CETN3,CETN3,uc003kjo.5,CDC31
1071,ENSG00000087237,CETP,CETP,uc002ekj.2,BPIFF
1072,ENSG00000172757,CFL1,CFL1,uc058dpc.1,CFL
1073,ENSG00000165410,CFL2,CFL2,uc001wsh.5,NEM7
